Employee_ID,Department,Job_Role,Monthly_Income,Attrition,risk_score,Risk_Category
577,"Research & Development","Laboratory Technician",4230,No,0,Low
578,"Research & Development","Laboratory Technician",3780,No,0,Low
581,"Research & Development","Manufacturing Director",10648,No,0,Low
592,Sales,"Sales Executive",9980,No,0,Low
597,Sales,Manager,16835,No,0,Low
599,Sales,"Sales Executive",6230,No,0,Low
601,"Research & Development","Manufacturing Director",13237,No,0,Low
602,"Research & Development","Laboratory Technician",3755,No,0,Low
606,Sales,"Sales Executive",4805,No,0,Low
611,"Research & Development","Manufacturing Director",4262,No,0,Low
612,"Research & Development","Research Director",16184,No,0,Low
613,Sales,Manager,11557,No,0,Low
615,Sales,"Sales Executive",10932,No,0,Low
618,Sales,"Sales Executive",4306,No,0,Low
620,Sales,"Sales Executive",4859,No,0,Low
623,"Research & Development","Manufacturing Director",7491,No,0,Low
624,"Research & Development","Healthcare Representative",10527,No,0,Low
625,Sales,Manager,16595,No,0,Low
626,Sales,"Sales Executive",8834,No,0,Low
634,"Research & Development","Healthcare Representative",9824,No,0,Low
635,"Research & Development","Manufacturing Director",6447,No,0,Low
641,Sales,"Sales Executive",6272,No,0,Low
644,"Human Resources",Manager,18200,No,0,Low
652,"Research & Development","Laboratory Technician",3681,No,0,Low
659,"Research & Development","Healthcare Representative",4089,No,0,Low
665,"Human Resources","Human Resources",5985,No,0,Low
669,Sales,"Sales Representative",3447,No,0,Low
677,Sales,"Sales Executive",7104,No,0,Low
689,"Research & Development","Manufacturing Director",9434,No,0,Low
690,Sales,"Sales Executive",5561,No,0,Low
692,"Research & Development","Healthcare Representative",7725,No,0,Low
698,"Human Resources","Human Resources",10725,No,0,Low
707,Sales,"Sales Executive",4851,No,0,Low
709,Sales,"Sales Executive",4028,No,0,Low
712,Sales,"Sales Executive",8120,No,0,Low
715,"Research & Development","Research Scientist",4680,No,0,Low
717,"Research & Development","Healthcare Representative",8621,No,0,Low
722,Sales,"Sales Executive",5396,No,0,Low
724,"Research & Development","Healthcare Representative",7625,No,0,Low
725,"Research & Development","Manufacturing Director",7412,No,0,Low
727,"Research & Development","Research Director",11159,No,0,Low
728,Sales,"Sales Executive",4960,No,0,Low
730,"Research & Development","Research Director",14814,No,0,Low
731,"Human Resources",Manager,19141,No,0,Low
732,Sales,"Sales Executive",5405,No,0,Low
733,"Research & Development","Manufacturing Director",8793,No,0,Low
734,"Human Resources",Manager,19189,No,0,Low
738,Sales,"Sales Representative",3875,No,0,Low
744,"Research & Development","Laboratory Technician",3708,No,0,Low
754,Sales,"Sales Executive",6804,No,0,Low
757,"Research & Development","Healthcare Representative",6142,No,0,Low
760,"Human Resources","Human Resources",6389,No,0,Low
762,"Research & Development","Healthcare Representative",11103,No,0,Low
771,"Research & Development","Healthcare Representative",5093,No,0,Low
772,"Research & Development","Laboratory Technician",5309,No,0,Low
775,"Research & Development","Manufacturing Director",5121,No,0,Low
776,Sales,Manager,16856,No,0,Low
781,Sales,"Sales Executive",6180,No,0,Low
783,Sales,"Sales Representative",6632,No,0,Low
784,"Research & Development","Research Scientist",3505,No,0,Low
786,Sales,"Sales Executive",6274,No,0,Low
791,"Research & Development","Research Scientist",4258,No,0,Low
792,"Research & Development","Laboratory Technician",4364,No,0,Low
793,"Research & Development","Healthcare Representative",4335,No,0,Low
797,"Research & Development","Research Scientist",3280,No,0,Low
800,Sales,"Sales Executive",4342,No,0,Low
804,"Research & Development","Research Scientist",4381,No,0,Low
806,"Research & Development","Laboratory Technician",3833,No,0,Low
807,"Research & Development","Healthcare Representative",4244,No,0,Low
808,Sales,"Sales Executive",6500,No,0,Low
809,"Research & Development",Manager,18430,No,0,Low
813,"Research & Development","Laboratory Technician",3149,No,0,Low
815,"Research & Development","Research Director",17639,No,0,Low
817,"Research & Development","Research Director",11691,No,0,Low
823,"Research & Development","Manufacturing Director",5228,No,0,Low
832,"Research & Development","Laboratory Technician",5094,No,0,Low
843,"Research & Development","Research Director",17159,No,0,Low
845,"Research & Development","Manufacturing Director",10221,No,0,Low
847,"Human Resources","Human Resources",3737,No,0,Low
851,Sales,Manager,16307,No,0,Low
852,"Research & Development","Healthcare Representative",5933,No,0,Low
859,Sales,"Sales Executive",4403,No,0,Low
861,"Research & Development","Research Scientist",3761,No,0,Low
865,"Research & Development","Research Scientist",5175,No,0,Low
867,"Research & Development","Manufacturing Director",13826,No,0,Low
868,Sales,"Sales Executive",6334,No,0,Low
869,"Human Resources","Human Resources",4936,No,0,Low
872,"Research & Development","Manufacturing Director",4775,No,0,Low
885,Sales,"Sales Executive",4256,No,0,Low
887,"Research & Development","Research Scientist",3580,No,0,Low
888,"Research & Development","Laboratory Technician",3162,No,0,Low
897,Sales,"Sales Executive",11836,No,0,Low
899,"Research & Development","Manufacturing Director",10903,No,0,Low
901,"Research & Development","Research Director",14275,No,0,Low
902,"Research & Development","Healthcare Representative",5562,No,0,Low
905,"Research & Development",Manager,17924,No,0,Low
909,"Human Resources","Human Resources",5204,No,0,Low
916,Sales,"Sales Executive",4908,No,0,Low
920,"Research & Development","Manufacturing Director",4765,No,0,Low
936,Sales,"Sales Executive",6244,No,0,Low
944,"Research & Development","Laboratory Technician",7403,No,0,Low
947,Sales,"Sales Executive",6932,No,0,Low
949,"Research & Development","Research Scientist",4678,No,0,Low
950,"Research & Development","Research Director",13582,No,0,Low
956,Sales,"Sales Executive",4294,No,0,Low
969,"Research & Development","Healthcare Representative",6949,No,0,Low
972,"Research & Development","Laboratory Technician",4447,No,0,Low
975,Sales,"Sales Executive",4601,No,0,Low
976,"Research & Development",Manager,17099,No,0,Low
981,Sales,Manager,14852,No,0,Low
982,Sales,"Sales Executive",7264,No,0,Low
984,Sales,"Sales Executive",7823,No,0,Low
985,Sales,"Sales Executive",7880,No,0,Low
990,Sales,"Sales Executive",5079,No,0,Low
992,Sales,Manager,17444,No,0,Low
995,"Research & Development","Research Scientist",3452,No,0,Low
997,"Research & Development","Research Director",17399,No,0,Low
999,"Research & Development","Research Director",19419,No,0,Low
1007,"Research & Development","Manufacturing Director",10845,No,0,Low
1009,"Research & Development","Manufacturing Director",4377,No,0,Low
1011,"Research & Development","Manufacturing Director",4148,No,0,Low
1013,"Research & Development","Manufacturing Director",10739,No,0,Low
1018,"Research & Development","Manufacturing Director",5472,No,0,Low
1022,"Research & Development","Healthcare Representative",4240,No,0,Low
1024,"Research & Development","Healthcare Representative",10999,No,0,Low
1025,"Research & Development","Manufacturing Director",5003,No,0,Low
1026,"Research & Development","Manufacturing Director",12742,No,0,Low
1027,"Research & Development","Manufacturing Director",4227,No,0,Low
1028,"Research & Development","Laboratory Technician",3917,No,0,Low
1029,Sales,Manager,18303,No,0,Low
1035,"Research & Development","Research Director",19973,No,0,Low
1040,Sales,"Sales Executive",6347,No,0,Low
1045,Sales,Manager,17650,No,0,Low
1047,Sales,"Sales Executive",9725,No,0,Low
1050,Sales,"Sales Executive",7525,No,0,Low
1062,"Research & Development","Healthcare Representative",4107,No,0,Low
1069,"Research & Development","Research Director",19627,No,0,Low
1070,Sales,"Sales Executive",10686,No,0,Low
1073,"Research & Development","Manufacturing Director",8858,No,0,Low
1074,"Research & Development",Manager,16756,No,0,Low
1076,Sales,"Sales Executive",10798,No,0,Low
1084,"Research & Development","Manufacturing Director",9957,No,0,Low
1085,"Research & Development","Research Scientist",3376,No,0,Low
1088,"Research & Development","Healthcare Representative",8823,No,0,Low
1092,"Research & Development","Healthcare Representative",10322,No,0,Low
1094,"Research & Development","Laboratory Technician",4621,No,0,Low
1096,"Research & Development","Manufacturing Director",10976,No,0,Low
1097,"Research & Development","Research Scientist",3660,No,0,Low
1099,"Research & Development","Healthcare Representative",7119,No,0,Low
1103,"Research & Development","Healthcare Representative",7756,No,0,Low
1109,"Research & Development",Manager,17665,No,0,Low
1114,Sales,"Sales Executive",4302,No,0,Low
1116,"Research & Development",Manager,16885,No,0,Low
1117,Sales,"Sales Executive",5593,No,0,Low
1118,"Research & Development","Healthcare Representative",10445,No,0,Low
1121,"Research & Development","Manufacturing Director",7655,No,0,Low
1124,Sales,Manager,17465,No,0,Low
1125,Sales,"Sales Executive",7351,No,0,Low
1126,"Research & Development","Manufacturing Director",10820,No,0,Low
1128,"Research & Development","Research Director",19626,No,0,Low
1132,"Research & Development","Laboratory Technician",6782,No,0,Low
1133,"Research & Development","Manufacturing Director",7779,No,0,Low
1137,Sales,"Sales Executive",4968,No,0,Low
1138,Sales,"Sales Executive",13120,No,0,Low
1140,"Research & Development","Manufacturing Director",4033,No,0,Low
1143,"Research & Development","Research Scientist",3291,No,0,Low
1148,"Research & Development","Laboratory Technician",4272,No,0,Low
1161,"Research & Development","Healthcare Representative",5731,No,0,Low
1163,Sales,"Sales Executive",5714,No,0,Low
1164,"Human Resources","Human Resources",4323,No,0,Low
1166,"Research & Development","Research Director",13499,No,0,Low
1171,Sales,"Sales Executive",5155,No,0,Low
1173,"Research & Development","Laboratory Technician",3597,No,0,Low
1177,"Research & Development","Laboratory Technician",4420,No,0,Low
1179,Sales,"Sales Executive",6578,No,0,Low
1182,"Research & Development","Manufacturing Director",10274,No,0,Low
1184,"Research & Development","Healthcare Representative",5343,No,0,Low
1191,"Research & Development",Manager,19943,No,0,Low
1192,"Research & Development","Laboratory Technician",3131,No,0,Low
1196,"Research & Development","Manufacturing Director",6474,No,0,Low
1201,"Research & Development",Manager,18606,No,0,Low
1204,Sales,Manager,17048,No,0,Low
1207,"Human Resources","Human Resources",3600,No,0,Low
1211,Sales,"Sales Executive",4115,No,0,Low
1212,Sales,"Sales Executive",4327,No,0,Low
1215,"Research & Development",Manager,17856,No,0,Low
1216,"Research & Development","Laboratory Technician",3196,No,0,Low
1217,"Research & Development","Research Director",19081,No,0,Low
1220,Sales,"Sales Executive",4539,No,0,Low
1228,"Research & Development","Manufacturing Director",7379,No,0,Low
1231,"Human Resources","Human Resources",6272,No,0,Low
1239,Sales,"Sales Executive",6852,No,0,Low
1240,Sales,"Sales Executive",4950,No,0,Low
1245,"Research & Development","Manufacturing Director",10502,No,0,Low
1249,"Research & Development","Research Scientist",3760,No,0,Low
1250,"Research & Development","Research Director",17779,No,0,Low
1252,"Research & Development","Healthcare Representative",6812,No,0,Low
1254,Sales,"Sales Executive",5171,No,0,Low
1255,"Research & Development","Research Director",19740,No,0,Low
1256,"Research & Development",Manager,18711,No,0,Low
1257,"Research & Development","Research Scientist",3692,No,0,Low
1263,"Research & Development","Research Director",18265,No,0,Low
1264,"Research & Development","Research Director",16124,No,0,Low
1267,Sales,Manager,18213,No,0,Low
1280,Sales,Manager,18789,No,0,Low
1283,"Research & Development","Manufacturing Director",10512,No,0,Low
1288,"Research & Development",Manager,19190,No,0,Low
1289,"Human Resources","Human Resources",4490,No,0,Low
1293,Sales,"Sales Executive",10231,No,0,Low
1304,Sales,"Sales Executive",6209,No,0,Low
1306,"Research & Development",Manager,18061,No,0,Low
1312,"Research & Development","Healthcare Representative",7094,No,0,Low
1322,"Research & Development","Manufacturing Director",4534,No,0,Low
1336,"Research & Development",Manager,19187,No,0,Low
1338,"Human Resources",Manager,19717,No,0,Low
1340,"Research & Development","Research Scientist",3544,No,0,Low
1344,"Research & Development","Healthcare Representative",8500,No,0,Low
1349,Sales,"Sales Executive",4103,No,0,Low
1355,Sales,"Sales Executive",6893,No,0,Low
1358,"Research & Development","Laboratory Technician",3669,No,0,Low
1363,"Research & Development","Manufacturing Director",7898,No,0,Low
1367,"Research & Development","Manufacturing Director",13142,No,0,Low
1369,"Research & Development","Laboratory Technician",5363,No,0,Low
1371,Sales,"Sales Executive",5071,No,0,Low
1383,"Research & Development","Healthcare Representative",6687,No,0,Low
1387,Sales,"Sales Executive",4724,No,0,Low
1391,Sales,"Sales Executive",10596,No,0,Low
1395,Sales,"Sales Executive",9998,No,0,Low
1397,"Research & Development","Healthcare Representative",10920,No,0,Low
1399,Sales,"Sales Executive",6232,No,0,Low
1407,"Research & Development","Research Scientist",3904,No,0,Low
1408,"Human Resources",Manager,16799,No,0,Low
1411,"Research & Development","Laboratory Technician",3629,No,0,Low
1412,"Research & Development","Manufacturing Director",9362,No,0,Low
1415,"Research & Development","Laboratory Technician",3229,No,0,Low
1417,"Research & Development","Laboratory Technician",3578,No,0,Low
1422,"Research & Development","Research Director",17328,No,0,Low
1424,"Research & Development","Research Director",14732,No,0,Low
1428,Sales,"Sales Executive",4779,No,0,Low
1430,"Research & Development","Research Director",16422,No,0,Low
1435,"Research & Development","Laboratory Technician",5810,No,0,Low
1438,"Research & Development","Research Scientist",3420,No,0,Low
1440,"Research & Development","Laboratory Technician",3500,No,0,Low
1443,"Research & Development","Research Director",17169,No,0,Low
1446,Sales,"Sales Executive",9204,No,0,Low
1447,"Research & Development","Laboratory Technician",3294,No,0,Low
1449,"Research & Development","Laboratory Technician",3975,No,0,Low
1453,Sales,"Sales Executive",10793,No,0,Low
1466,Sales,"Sales Executive",5486,No,0,Low
1468,"Research & Development","Research Director",13757,No,0,Low
1469,Sales,"Sales Executive",8463,No,0,Low
1471,"Research & Development","Laboratory Technician",3162,No,0,Low
1472,"Research & Development","Research Director",16598,No,0,Low
1473,"Research & Development","Healthcare Representative",6651,No,0,Low
1475,"Research & Development","Research Scientist",3420,No,0,Low
1477,Sales,"Sales Executive",4373,No,0,Low
1478,Sales,"Sales Executive",4759,No,0,Low
1479,Sales,"Sales Executive",5301,No,0,Low
1481,Sales,"Sales Executive",4768,No,0,Low
1483,"Research & Development","Research Scientist",4900,No,0,Low
1484,"Research & Development","Healthcare Representative",10466,No,0,Low
1485,"Research & Development","Research Director",17007,No,0,Low
1497,Sales,"Sales Executive",8620,No,0,Low
1502,"Research & Development","Laboratory Technician",3838,No,0,Low
1507,Sales,"Sales Executive",4898,No,0,Low
1509,"Research & Development","Laboratory Technician",4789,No,0,Low
1513,"Research & Development","Laboratory Technician",3180,No,0,Low
1514,"Research & Development","Manufacturing Director",6549,No,0,Low
1516,"Research & Development",Manager,11244,No,0,Low
1520,"Research & Development",Manager,16032,No,0,Low
1523,"Research & Development","Research Director",16328,No,0,Low
1525,"Research & Development","Manufacturing Director",8376,No,0,Low
1527,Sales,Manager,16606,No,0,Low
1529,"Research & Development","Healthcare Representative",8606,No,0,Low
1542,"Research & Development","Laboratory Technician",4841,No,0,Low
1543,"Research & Development","Research Scientist",4285,No,0,Low
1544,"Research & Development","Healthcare Representative",9715,No,0,Low
1545,"Research & Development","Manufacturing Director",4320,No,0,Low
1555,"Research & Development","Research Scientist",5878,No,0,Low
1563,"Human Resources","Human Resources",6077,No,0,Low
1568,Sales,"Sales Executive",9250,No,0,Low
1574,"Research & Development","Research Scientist",4087,No,0,Low
1578,Sales,Manager,19586,No,0,Low
1580,"Research & Development","Research Scientist",5484,No,0,Low
1583,Sales,"Sales Executive",4198,No,0,Low
1585,Sales,"Sales Executive",6815,No,0,Low
1588,Sales,"Sales Executive",8237,No,0,Low
1590,"Research & Development","Healthcare Representative",8853,No,0,Low
1595,"Research & Development",Manager,19613,No,0,Low
1598,Sales,"Sales Executive",4639,No,0,Low
1599,"Research & Development","Laboratory Technician",4876,No,0,Low
1602,Sales,Manager,17567,No,0,Low
1607,"Research & Development","Research Scientist",3312,No,0,Low
1613,Sales,"Sales Executive",5332,No,0,Low
1617,"Research & Development","Laboratory Technician",3211,No,0,Low
1619,"Research & Development","Laboratory Technician",4066,No,0,Low
1621,"Research & Development","Research Scientist",5208,No,0,Low
1623,"Research & Development","Research Scientist",3117,No,0,Low
1625,"Human Resources",Manager,19658,No,0,Low
1627,"Research & Development","Laboratory Technician",3069,No,0,Low
1628,"Research & Development","Manufacturing Director",10435,No,0,Low
1630,"Research & Development","Healthcare Representative",4148,No,0,Low
1631,"Research & Development","Manufacturing Director",5768,No,0,Low
1633,"Research & Development","Manufacturing Director",5042,No,0,Low
1635,"Research & Development","Manufacturing Director",5770,No,0,Low
1644,"Research & Development",Manager,15202,No,0,Low
1647,"Research & Development","Research Scientist",3517,No,0,Low
1650,Sales,"Sales Executive",5869,No,0,Low
1651,"Research & Development","Healthcare Representative",8008,No,0,Low
1653,"Research & Development","Manufacturing Director",5206,No,0,Low
1654,"Research & Development","Manufacturing Director",5295,No,0,Low
1655,"Research & Development","Research Director",16413,No,0,Low
1656,"Research & Development","Research Director",13269,No,0,Low
1662,"Research & Development","Manufacturing Director",4374,No,0,Low
1664,"Research & Development","Healthcare Representative",6842,No,0,Low
1665,"Research & Development",Manager,17426,No,0,Low
1666,"Research & Development","Research Director",17603,No,0,Low
1668,"Research & Development","Research Scientist",4735,No,0,Low
1670,Sales,"Sales Executive",5505,No,0,Low
1671,"Research & Development","Research Scientist",5470,No,0,Low
1673,Sales,"Sales Executive",5476,No,0,Low
1676,Sales,Manager,15972,No,0,Low
1677,"Research & Development",Manager,15379,No,0,Low
1682,"Research & Development","Healthcare Representative",5347,No,0,Low
1687,"Research & Development","Laboratory Technician",3306,No,0,Low
1689,"Research & Development","Healthcare Representative",7005,No,0,Low
1694,"Research & Development","Research Scientist",3537,No,0,Low
1696,"Research & Development","Laboratory Technician",3986,No,0,Low
1697,"Research & Development","Healthcare Representative",10883,No,0,Low
1700,Sales,"Sales Executive",9525,No,0,Low
1707,"Research & Development","Research Scientist",4401,No,0,Low
1708,Sales,"Sales Executive",9241,No,0,Low
1712,"Research & Development","Healthcare Representative",10748,No,0,Low
1719,"Research & Development","Research Director",16704,No,0,Low
1721,"Research & Development","Laboratory Technician",3477,No,0,Low
1722,"Human Resources","Human Resources",6430,No,0,Low
1725,"Research & Development","Laboratory Technician",3907,No,0,Low
1727,"Research & Development","Healthcare Representative",5562,No,0,Low
1728,"Research & Development","Manufacturing Director",6883,No,0,Low
1731,Sales,"Sales Executive",4978,No,0,Low
1735,"Research & Development","Laboratory Technician",3295,No,0,Low
1736,"Research & Development","Manufacturing Director",5238,No,0,Low
1739,Sales,"Sales Executive",9610,No,0,Low
1740,Sales,Manager,19833,No,0,Low
1744,"Human Resources","Human Resources",9756,No,0,Low
1745,"Research & Development","Research Scientist",4968,No,0,Low
1749,Sales,"Sales Executive",8346,No,0,Low
1751,"Research & Development","Research Scientist",3445,No,0,Low
1754,Sales,"Sales Executive",7140,No,0,Low
1756,Sales,"Sales Executive",5147,No,0,Low
1757,Sales,"Sales Executive",4507,No,0,Low
1763,"Research & Development","Healthcare Representative",5294,No,0,Low
1770,"Research & Development","Research Director",19038,No,0,Low
1771,"Research & Development","Research Scientist",3055,No,0,Low
1778,"Human Resources","Human Resources",3539,No,0,Low
1779,Sales,"Sales Executive",6029,No,0,Low
1782,"Research & Development","Laboratory Technician",3702,No,0,Low
1786,"Research & Development",Manager,13116,No,0,Low
1787,Sales,"Sales Executive",4189,No,0,Low
1794,"Human Resources","Human Resources",4071,No,0,Low
1800,"Research & Development","Research Director",13464,No,0,Low
1801,Sales,"Sales Executive",7991,No,0,Low
1802,"Research & Development","Laboratory Technician",3377,No,0,Low
1803,"Research & Development","Healthcare Representative",5538,No,0,Low
1804,"Research & Development","Manufacturing Director",5762,No,0,Low
1812,Sales,"Sales Executive",4127,No,0,Low
1816,"Research & Development","Manufacturing Director",9667,No,0,Low
1822,"Research & Development","Healthcare Representative",6513,No,0,Low
1823,Sales,"Sales Executive",6799,No,0,Low
1824,Sales,Manager,16291,No,0,Low
1830,"Research & Development","Research Scientist",6854,No,0,Low
1833,Sales,"Sales Executive",9637,No,0,Low
1834,"Research & Development","Research Scientist",3591,No,0,Low
1836,Sales,"Sales Executive",4684,No,0,Low
1852,"Research & Development","Laboratory Technician",3812,No,0,Low
1853,Sales,"Sales Executive",4648,No,0,Low
1857,"Research & Development","Manufacturing Director",8578,No,0,Low
1859,"Research & Development","Healthcare Representative",6384,No,0,Low
1860,"Research & Development","Laboratory Technician",3968,No,0,Low
1863,Sales,"Sales Executive",13225,No,0,Low
1866,"Research & Development",Manager,19392,No,0,Low
1867,"Research & Development","Research Director",19665,No,0,Low
1871,"Research & Development","Research Scientist",3902,No,0,Low
1881,"Research & Development","Laboratory Technician",4197,No,0,Low
1888,"Research & Development","Manufacturing Director",5906,No,0,Low
1890,"Human Resources","Human Resources",3886,No,0,Low
1898,Sales,"Sales Executive",6500,No,0,Low
1900,"Research & Development",Manager,17174,No,0,Low
1903,"Research & Development","Healthcare Representative",5033,No,0,Low
1908,Sales,"Sales Executive",5507,No,0,Low
1909,Sales,"Sales Executive",4393,No,0,Low
1911,"Research & Development","Research Director",13348,No,0,Low
1916,"Research & Development","Laboratory Technician",3978,No,0,Low
1922,"Research & Development","Healthcare Representative",5399,No,0,Low
1924,Sales,"Sales Executive",5487,No,0,Low
1929,Sales,"Sales Executive",5736,No,0,Low
1934,"Research & Development","Research Scientist",5467,No,0,Low
1935,Sales,"Sales Executive",5380,No,0,Low
1940,"Research & Development","Research Scientist",4771,No,0,Low
1941,"Research & Development","Research Director",19161,No,0,Low
1945,Sales,"Sales Executive",5561,No,0,Low
1950,Sales,"Sales Executive",9888,No,0,Low
1951,Sales,"Sales Executive",8628,No,0,Low
1955,"Research & Development","Healthcare Representative",6667,No,0,Low
1965,Sales,"Sales Executive",4105,No,0,Low
1966,"Research & Development","Manufacturing Director",9679,No,0,Low
1970,"Research & Development","Healthcare Representative",5968,No,0,Low
1971,"Research & Development","Healthcare Representative",7510,No,0,Low
1976,"Research & Development","Research Scientist",4332,No,0,Low
1979,"Research & Development","Research Director",11031,No,0,Low
1981,"Research & Development","Healthcare Representative",4617,No,0,Low
1989,"Research & Development","Laboratory Technician",3748,No,0,Low
1993,"Research & Development","Healthcare Representative",8633,No,0,Low
1996,Sales,"Sales Representative",3067,No,0,Low
2007,"Research & Development","Research Scientist",3375,No,0,Low
2008,"Research & Development","Research Scientist",5098,No,0,Low
2014,"Research & Development","Research Scientist",4108,No,0,Low
2015,"Research & Development","Research Director",13206,No,0,Low
2016,Sales,"Sales Executive",10422,No,0,Low
2019,Sales,"Sales Representative",3482,No,0,Low
2022,"Research & Development",Manager,19431,No,0,Low
2024,Sales,"Sales Executive",7644,No,0,Low
2025,"Research & Development","Manufacturing Director",5131,No,0,Low
2026,"Research & Development","Healthcare Representative",6306,No,0,Low
2034,"Research & Development","Manufacturing Director",13570,No,0,Low
2035,Sales,"Sales Executive",6712,No,0,Low
2037,Sales,"Sales Executive",8938,No,0,Low
2041,Sales,"Sales Executive",5343,No,0,Low
2045,Sales,"Sales Executive",6652,No,0,Low
2046,Sales,"Sales Executive",4850,No,0,Low
2054,"Research & Development","Research Scientist",3785,No,0,Low
2056,Sales,"Sales Executive",12031,No,0,Low
2057,"Research & Development","Manufacturing Director",9936,No,0,Low
2062,"Research & Development","Healthcare Representative",9991,No,0,Low
2065,Sales,"Sales Executive",5390,No,0,Low
2068,"Research & Development","Laboratory Technician",4404,No,0,Low
