Employee_ID,Job_Role,Monthly_Income,Salary_Rank,income_vs_role_avg,Attrition
382,"Sales Executive",5605,196,0.81,No
1117,"Sales Executive",5593,197,0.81,No
690,"Sales Executive",5561,198,0.80,No
1945,"Sales Executive",5561,198,0.80,No
1908,"Sales Executive",5507,200,0.80,No
1670,"Sales Executive",5505,201,0.80,No
1924,"Sales Executive",5487,202,0.79,No
1466,"Sales Executive",5486,203,0.79,No
420,"Sales Executive",5484,204,0.79,No
1673,"Sales Executive",5476,205,0.79,No
91,"Sales Executive",5473,206,0.79,No
1548,"Sales Executive",5473,206,0.79,No
1784,"Sales Executive",5468,208,0.79,No
653,"Sales Executive",5460,209,0.79,No
68,"Sales Executive",5454,210,0.79,No
120,"Sales Executive",5441,211,0.79,No
1645,"Sales Executive",5440,212,0.79,Yes
2036,"Sales Executive",5406,213,0.78,No
732,"Sales Executive",5405,214,0.78,No
722,"Sales Executive",5396,215,0.78,No
2065,"Sales Executive",5390,216,0.78,No
1935,"Sales Executive",5380,217,0.78,No
52,"Sales Executive",5376,218,0.78,No
1681,"Sales Executive",5368,219,0.78,No
1188,"Sales Executive",5346,220,0.77,Yes
2041,"Sales Executive",5343,221,0.77,No
621,"Sales Executive",5337,222,0.77,No
1613,"Sales Executive",5332,223,0.77,No
796,"Sales Executive",5326,224,0.77,Yes
819,"Sales Executive",5324,225,0.77,Yes
502,"Sales Executive",5304,226,0.77,Yes
747,"Sales Executive",5304,226,0.77,No
1479,"Sales Executive",5301,228,0.77,No
476,"Sales Executive",5296,229,0.76,No
498,"Sales Executive",5253,230,0.76,No
361,"Sales Executive",5249,231,0.76,No
445,"Sales Executive",5238,232,0.76,Yes
436,"Sales Executive",5228,233,0.76,No
1233,"Sales Executive",5220,234,0.75,No
121,"Sales Executive",5209,235,0.75,No
1962,"Sales Executive",5204,236,0.75,No
1254,"Sales Executive",5171,237,0.75,No
842,"Sales Executive",5160,238,0.75,Yes
1171,"Sales Executive",5155,239,0.74,No
1845,"Sales Executive",5154,240,0.74,No
1756,"Sales Executive",5147,241,0.74,No
1943,"Sales Executive",5087,242,0.73,No
990,"Sales Executive",5079,243,0.73,No
1371,"Sales Executive",5071,244,0.73,No
125,"Sales Executive",5010,245,0.72,No
240,"Sales Executive",5006,246,0.72,No
128,"Sales Executive",4999,247,0.72,No
1731,"Sales Executive",4978,248,0.72,No
1037,"Sales Executive",4969,249,0.72,Yes
1137,"Sales Executive",4968,250,0.72,No
728,"Sales Executive",4960,251,0.72,No
1240,"Sales Executive",4950,252,0.71,No
500,"Sales Executive",4936,253,0.71,No
916,"Sales Executive",4908,254,0.71,No
387,"Sales Executive",4907,255,0.71,No
2018,"Sales Executive",4907,255,0.71,No
1507,"Sales Executive",4898,257,0.71,No
620,"Sales Executive",4859,258,0.70,No
707,"Sales Executive",4851,259,0.70,No
2046,"Sales Executive",4850,260,0.70,No
606,"Sales Executive",4805,261,0.69,No
846,"Sales Executive",4779,262,0.69,No
1428,"Sales Executive",4779,262,0.69,No
1481,"Sales Executive",4768,264,0.69,No
1478,"Sales Executive",4759,265,0.69,No
475,"Sales Executive",4736,266,0.68,No
1113,"Sales Executive",4728,267,0.68,Yes
1387,"Sales Executive",4724,268,0.68,No
600,"Sales Executive",4717,269,0.68,No
631,"Sales Executive",4707,270,0.68,Yes
1836,"Sales Executive",4684,271,0.68,No
446,"Sales Executive",4682,272,0.68,No
195,"Sales Executive",4668,273,0.67,No
469,"Sales Executive",4649,274,0.67,No
1853,"Sales Executive",4648,275,0.67,No
714,"Sales Executive",4647,276,0.67,No
1598,"Sales Executive",4639,277,0.67,No
1362,"Sales Executive",4639,277,0.67,No
1380,"Sales Executive",4614,279,0.67,Yes
975,"Sales Executive",4601,280,0.66,No
1489,"Sales Executive",4599,281,0.66,Yes
1503,"Sales Executive",4591,282,0.66,No
1667,"Sales Executive",4581,283,0.66,Yes
720,"Sales Executive",4577,284,0.66,Yes
60,"Sales Executive",4568,285,0.66,No
175,"Sales Executive",4559,286,0.66,Yes
388,"Sales Executive",4554,287,0.66,No
1220,"Sales Executive",4539,288,0.66,No
1281,"Sales Executive",4538,289,0.66,No
903,"Sales Executive",4537,290,0.66,No
1757,"Sales Executive",4507,291,0.65,No
527,"Sales Executive",4487,292,0.65,No
437,"Sales Executive",4478,293,0.65,No
333,"Sales Executive",4465,294,0.64,No
1995,"Sales Executive",4440,295,0.64,No
859,"Sales Executive",4403,296,0.64,No
1909,"Sales Executive",4393,297,0.63,No
1612,"Sales Executive",4385,298,0.63,No
1477,"Sales Executive",4373,299,0.63,No
800,"Sales Executive",4342,300,0.63,No
1212,"Sales Executive",4327,301,0.62,No
100,"Sales Executive",4312,302,0.62,No
618,"Sales Executive",4306,303,0.62,No
1114,"Sales Executive",4302,304,0.62,No
956,"Sales Executive",4294,305,0.62,No
684,"Sales Executive",4286,306,0.62,Yes
507,"Sales Executive",4260,307,0.62,No
885,"Sales Executive",4256,308,0.61,No
650,"Sales Executive",4233,309,0.61,Yes
129,"Sales Executive",4221,310,0.61,No
1583,"Sales Executive",4198,311,0.61,No
879,"Sales Executive",4194,312,0.61,No
1787,"Sales Executive",4189,313,0.60,No
1669,"Sales Executive",4187,314,0.60,No
1003,"Sales Executive",4163,315,0.60,No
1445,"Sales Executive",4162,316,0.60,No
72,"Sales Executive",4157,317,0.60,No
1812,"Sales Executive",4127,318,0.60,No
1211,"Sales Executive",4115,319,0.59,No
1965,"Sales Executive",4105,320,0.59,No
1349,"Sales Executive",4103,321,0.59,No
1396,"Sales Executive",4078,322,0.59,No
595,"Sales Executive",4051,323,0.59,No
855,"Sales Executive",4037,324,0.58,No
709,"Sales Executive",4028,325,0.58,No
1774,"Sales Executive",4001,326,0.58,No
783,"Sales Representative",6632,1,2.53,No
1835,"Sales Representative",5405,2,2.06,No
1710,"Sales Representative",4502,3,1.71,No
1439,"Sales Representative",4400,4,1.68,Yes
330,"Sales Representative",3931,5,1.50,No
738,"Sales Representative",3875,6,1.48,No
1864,"Sales Representative",3540,7,1.35,No
2019,"Sales Representative",3482,8,1.33,No
669,"Sales Representative",3447,9,1.31,No
27,"Sales Representative",3407,10,1.30,Yes
925,"Sales Representative",3294,11,1.25,No
554,"Sales Representative",3202,12,1.22,Yes
248,"Sales Representative",3140,13,1.20,Yes
1996,"Sales Representative",3067,14,1.17,No
667,"Sales Representative",3041,15,1.16,Yes
585,"Sales Representative",2983,16,1.14,No
467,"Sales Representative",2976,17,1.13,No
900,"Sales Representative",2973,18,1.13,No
2060,"Sales Representative",2966,19,1.13,No
1486,"Sales Representative",2909,20,1.11,Yes
893,"Sales Representative",2899,21,1.10,No
1961,"Sales Representative",2858,22,1.09,No
1875,"Sales Representative",2856,23,1.09,No
485,"Sales Representative",2851,24,1.09,Yes
1190,"Sales Representative",2827,25,1.08,No
896,"Sales Representative",2800,26,1.07,Yes
311,"Sales Representative",2793,27,1.06,No
1135,"Sales Representative",2791,28,1.06,No
399,"Sales Representative",2789,29,1.06,No
1379,"Sales Representative",2785,30,1.06,Yes
1657,"Sales Representative",2783,31,1.06,No
1752,"Sales Representative",2760,32,1.05,Yes
1680,"Sales Representative",2728,33,1.04,No
494,"Sales Representative",2716,34,1.03,Yes
47,"Sales Representative",2683,35,1.02,Yes
1780,"Sales Representative",2679,36,1.02,Yes
1226,"Sales Representative",2678,37,1.02,No
1691,"Sales Representative",2655,38,1.01,Yes
1556,"Sales Representative",2644,39,1.01,No
749,"Sales Representative",2642,40,1.01,No
484,"Sales Representative",2610,41,0.99,No
666,"Sales Representative",2579,42,0.98,No
805,"Sales Representative",2572,43,0.98,No
1364,"Sales Representative",2534,44,0.96,No
508,"Sales Representative",2476,45,0.94,No
1554,"Sales Representative",2430,46,0.93,No
952,"Sales Representative",2413,47,0.92,Yes
1492,"Sales Representative",2404,48,0.92,No
632,"Sales Representative",2400,49,0.91,No
2021,"Sales Representative",2380,50,0.91,No
555,"Sales Representative",2351,51,0.90,Yes
1044,"Sales Representative",2342,52,0.89,No
941,"Sales Representative",2329,53,0.89,No
235,"Sales Representative",2325,54,0.89,Yes
1077,"Sales Representative",2323,55,0.88,Yes
113,"Sales Representative",2322,56,0.88,No
1541,"Sales Representative",2308,57,0.88,No
205,"Sales Representative",2306,58,0.88,No
1331,"Sales Representative",2302,59,0.88,Yes
766,"Sales Representative",2297,60,0.87,No
1702,"Sales Representative",2275,61,0.87,Yes
2013,"Sales Representative",2269,62,0.86,No
216,"Sales Representative",2231,63,0.85,No
1055,"Sales Representative",2220,64,0.85,No
478,"Sales Representative",2174,65,0.83,Yes
974,"Sales Representative",2157,66,0.82,No
959,"Sales Representative",2121,67,0.81,Yes
645,"Sales Representative",2096,68,0.80,No
42,"Sales Representative",2086,69,0.79,Yes
922,"Sales Representative",2044,70,0.78,Yes
648,"Sales Representative",2033,71,0.77,Yes
1495,"Sales Representative",2033,71,0.77,No
49,"Sales Representative",2014,73,0.77,No
614,"Sales Representative",1878,74,0.72,Yes
2023,"Sales Representative",1790,75,0.68,Yes
167,"Sales Representative",1675,76,0.64,Yes
1624,"Sales Representative",1569,77,0.60,Yes
1427,"Sales Representative",1359,78,0.52,Yes
411,"Sales Representative",1200,79,0.46,No
1273,"Sales Representative",1118,80,0.43,Yes
1928,"Sales Representative",1091,81,0.42,Yes
1876,"Sales Representative",1081,82,0.41,Yes
1056,"Sales Representative",1052,83,0.40,No
